customerid,name,address,citystatezip,birthdate,phone
1879,"Veronica Thompson","2170 Troy Ave","Brooklyn, NY 11234","1969-09-15","607-685-7255"
1880,"Wesley Wilson","350 63rd St","Brooklyn, NY 11220","1970-12-05","585-247-4737"
1881,"Richard Burns","2508 NW Park St","Skokie, IL 60203","1946-12-11","773-471-4673"
1882,"Laurie Patel","62-36 Wetherole St","Rego Park, NY 11374","1961-12-05","838-555-9687"
1883,"Courtney Schmidt","567A Maple St","Brooklyn, NY 11203","1994-04-20","212-940-2723"
1884,"Laura Harris","35-23 83rd St","Jackson Heights, NY 11372","1987-09-11","929-299-3821"
1885,"Derek Price Jr.","6 Claver Pl","Brooklyn, NY 11238","1982-11-29","347-988-5304"
1886,"Cynthia Archer","57A Garden Pl","Brooklyn, NY 11201","1973-10-28","914-445-1336"
1887,"Melanie Williams","22-13 Mott Ave","Far Rockaway, NY 11691","1983-11-17","716-294-3928"
1888,"Elizabeth Baker","3059 Broadway","Manhattan, NY 10027","1970-04-22","516-215-2593"
1889,"Danielle Long","2607 15th Way E","Weston, FL 33327","1947-09-11","239-332-3661"
1890,"Alyssa Hicks","4306 SE 12th Rd","Gastonia, NC 28054","1980-01-31","336-472-8951"
1891,"Charles Larsen","84-31 151st Ave","Howard Beach, NY 11414","1970-07-21","917-340-5214"
1892,"Tony Anderson","58A Canal St","Manhattan, NY 10002","1998-08-06","838-228-0139"
1893,"Deborah Krueger","1615 NE Park Ave","Wadsworth, OH 44281","1947-11-04","937-832-3316"
1894,"Brian Rollins","32-68 Mott Ave","Far Rockaway, NY 11691","1957-01-11","917-767-9991"
1895,"Danielle Snyder","29 W Kingsbridge Rd","Bronx, NY 10468","1986-03-07","315-340-5256"
1896,"Leah Clark","2166 Park Pl N","Boston, MA 02108","1989-05-29","339-206-2309"
1897,"Seth Townsend","453 Uss Florida Ct","Staten Island, NY 10305","1988-08-29","516-888-4570"
1898,"April Rodriguez","130 Barlow Dr S","Brooklyn, NY 11234","1992-04-30","315-370-7611"
1899,"John Colon","146-85 38th Ave","Flushing, NY 11354","1959-07-29","716-378-6173"
1900,"Charles Martinez","8787 21st Ave","Brooklyn, NY 11214","1968-09-14","646-201-1783"
1901,"Christopher Martinez","1456 N 1st Dr","Rock Springs, WY 82901","1986-08-11","307-956-4299"
1902,"Catherine Cunningham","5817 Ave J","Brooklyn, NY 11234","1963-12-03","585-255-8804"
1903,"Hector Dominguez","60B New Lots Ave","Brooklyn, NY 11212","1995-09-02","838-290-2112"
1904,"John Williams","14-77 165th St","Whitestone, NY 11357","1957-12-29","315-305-2177"
1905,"Kimberly Vega","1935 Park Ave","Houston, TX 77048","1989-03-29","682-348-2894"
1906,"Scott Hill","9288 Skidmore Ave","Brooklyn, NY 11236","1988-01-12","917-661-7056"
1907,"Jamie Wilson","33-58 36th St","Astoria, NY 11106","1986-07-26","607-391-3313"
1908,"Jason Hughes","688 E 51st St","Brooklyn, NY 11203","1959-01-07","585-331-7878"
1909,"Joshua Owen","158 Winchester Ave","Staten Island, NY 10312","1972-04-20","516-448-9322"
1910,"Stephen Sullivan","1034 E 225th St","Bronx, NY 10466","1969-02-05","332-661-0109"
1911,"Christopher Roman","1081 Close Ave","Bronx, NY 10472","2000-10-26","838-516-2814"
1912,"Chris Miller","110-6 35th Ave","Corona, NY 11368","1971-06-27","838-404-0533"
1913,"Charles Berry","8436 21st Ave","Brooklyn, NY 11214","1989-02-25","646-278-3080"
1914,"Carrie Perez","1619 Carroll St","Brooklyn, NY 11213","1955-10-06","516-975-8345"
1915,"Kimberly Hughes","3156 E 4th Rd","Paris, TX 75460","1961-02-24","512-770-7536"
1916,"Jody Mills","3875 E 4th Pl","Roseville, CA 95747","1970-01-09","510-242-8825"
1917,"Nicole Williams","186-52 Jamaica Ave","Hollis, NY 11423","1989-01-04","838-889-2873"
1918,"Kelly Baker","89 Parkside Ave","Brooklyn, NY 11226","1962-08-01","716-406-7788"
1919,"Justin Nelson","1956 Andrews Ave S","Bronx, NY 10453","1982-08-22","516-826-5443"
1920,"David Jacobs","1630 Brooklyn Ave","Brooklyn, NY 11210","1982-03-13","716-877-0471"
1921,"Leah Jimenez","7A Jackson Pl","Brooklyn, NY 11215","1962-08-08","716-241-0585"
1922,"Evan Miller Jr.","1036 W Park St","Minneapolis, MN 55405","1975-05-16","320-754-9643"
1923,"Jose Robinson","573½ Oder Ave","Staten Island, NY 10304","1960-10-23","914-450-2418"
1924,"Alicia Cannon","908C Travis Ave","Staten Island, NY 10314","1982-12-02","929-383-6289"
1925,"James Garcia","73 Maple Way SE","Allentown, PA 18101","1957-07-29","570-929-3733"
1926,"Donna Mclaughlin","129½ 2nd St","Brooklyn, NY 11231","1981-04-09","315-936-9629"
1927,"Sean Stevens","1542 Herkimer St","Brooklyn, NY 11207","1970-05-16","838-500-1189"
1928,"Andrea Davis","1880 Bay Ridge Pkwy","Brooklyn, NY 11204","1980-12-31","716-312-0228"
1929,"Bruce Harrell","2806 Gar Frederick Douglass Blvd","Manhattan, NY 10039","1957-03-23","914-321-7274"
1930,"Mary Chavez","109-4 134th St","South Ozone Park, NY 11420","1948-03-01","315-843-7847"
1931,"Jennifer Stacey Torres","384A Lexington Ave","Brooklyn, NY 11216","1963-05-13","516-646-8140"
1932,"Angela Baxter","188 27th Ave","Brooklyn, NY 11214","1967-12-20","516-269-4083"
1933,"Justin Williamson","838E Kent Ave","Brooklyn, NY 11205","1970-04-14","585-319-1606"
1934,"Jason Montoya","219-40 74th Ave","Oakland Gardens, NY 11364","1980-06-07","585-421-5968"
1935,"Zachary Miller","443 12th Pl NE","Providence, RI 02906","1984-07-09","401-741-0877"
1936,"Kimberly Fleming","883 S 33rd St","Jacksonville, FL 32222","1989-11-03","352-381-3303"
1937,"Laura Huffman","1385 SE Park Pl","Chicago, IL 60610","2000-07-07","630-513-7184"
1938,"Christopher Jones","2616 NE Dogwood Way","Valdese, NC 28655","1979-03-03","980-652-4909"
1939,"Michael Rangel","366C W 22nd St","Manhattan, NY 10011","1972-11-13","585-316-9895"
1940,"Michelle Coleman","303 E 118th St","Manhattan, NY 10035","1954-09-23","332-218-8475"
1941,"Emily House","965C 8th Ave","Manhattan, NY 10019","1973-03-18","716-636-3748"
1942,"Duane Sutton","241A Lake St","Brooklyn, NY 11223","1958-12-26","607-955-7914"
1943,"Ashley Ruiz","1252 Lexington Ave","Manhattan, NY 10028","1988-12-24","585-399-9969"
1944,"Carlos Wells","392 Bond St","Brooklyn, NY 11231","1950-11-24","516-227-7640"
1945,"Bridget Dorsey","110-45 112th St","South Ozone Park, NY 11420","1961-06-29","516-331-0627"
1946,"Katie Rice","436 Beach 69th St","Arverne, NY 11692","1987-07-14","838-919-3248"
1947,"Charles Flores","1798 Ave L","Brooklyn, NY 11230","1959-03-16","315-338-6736"
1948,"Megan Moore","129 W 119th St","Manhattan, NY 10026","1967-03-24","914-794-6245"
1949,"Amanda Hall","1308 Southern Blvd","Bronx, NY 10459","1958-08-18","315-529-0229"
1950,"Jennifer Davis","4123B Paulding Ave","Bronx, NY 10466","1954-06-16","315-413-1113"
1951,"Savannah Ashley Olson","108-53 157th St","Jamaica, NY 11433","1984-10-22","680-366-6557"
1952,"David Adams","4496 SW Lincoln Dr","Springfield, IL 62711","1981-05-19","309-812-6325"
1953,"Denise Herring","1645B Church Ave","Brooklyn, NY 11226","1945-04-26","315-631-8425"
1954,"Diane Chavez","4677 Rear Fieldston Rd","Bronx, NY 10471","1986-07-21","516-839-3591"
1955,"Meredith Mcgee","145-49 68th Dr","Flushing, NY 11367","1985-09-18","716-847-2327"
1956,"Jesse Livingston Jr.","151A 2nd Ave","Manhattan, NY 10003","1986-08-21","929-419-9594"
1957,"Breanna Aguirre","10A Webster Pl","Brooklyn, NY 11215","1973-03-19","315-598-4308"
1958,"Ryan Harvey","898 Underhill Ave","Bronx, NY 10473","1960-03-01","585-572-8737"
1959,"Linda Williams","17 Decatur St","Brooklyn, NY 11216","1960-12-06","516-892-5948"
1960,"Jared Avery Jr.","128-38 234th St","Rosedale, NY 11422","1971-03-18","315-334-3250"
1961,"Dustin Martinez","65 W 175th St","Bronx, NY 10453","1964-05-29","516-361-8446"
1962,"Donald Brown","18-46 47th Ave","Long Island City, NY 11101","1969-11-08","516-997-7918"
1963,"Randall Becker","777-27 Cross Bay Blvd","Far Rockaway, NY 11693","1967-12-26","914-724-6712"
1964,"Robert Richardson","4164 Paulding Ave","Bronx, NY 10466","1976-01-23","212-967-4886"
1965,"Christopher Brown","2577 SE Maple Ave","Covington, KY 41015","1993-02-22","502-227-1797"
1966,"Jacqueline Burgess","894A E 230th St","Bronx, NY 10466","2000-02-08","518-834-7340"
1967,"Kent Mccoy","2617 Heath Ave","Bronx, NY 10463","1984-01-02","838-586-0875"
1968,"James Wong","482 W 166th St","Manhattan, NY 10032","1960-06-18","631-463-3730"
1969,"Steven Simpson","101A E 48th St","Manhattan, NY 10017","1967-09-24","315-353-7881"
1970,"Benjamin Smith","1513 Bath Ave","Brooklyn, NY 11228","1993-04-04","914-281-9380"
1971,"Corey Green","4542 6th Way N","Manhattan, NY 10013","1935-07-20","631-624-4475"
1972,"Brittany May","3129 Ave W","Brooklyn, NY 11229","1963-03-13","315-818-7300"
1973,"Brandon Hansen","739 40th St","Brooklyn, NY 11232","1959-11-28","212-770-2362"
1974,"James Morrison","2350S Valentine Ave","Bronx, NY 10458","2000-01-23","516-347-2168"
1975,"Donna Carter","899½ Dekalb Ave","Brooklyn, NY 11221","1991-09-22","315-601-7155"
1976,"Tracy Suarez","117 W 140th St","Manhattan, NY 10030","1957-04-09","516-869-9234"
1977,"Lisa Reynolds","2283 SW 10th St","Shreveport, LA 71103","1957-08-20","985-714-6632"
1978,"Ashley Medina","1095A Park Ave","Manhattan, NY 10128","1998-05-22","516-487-0295"
1979,"Shawn Gomez","37A St Marks Ave","Brooklyn, NY 11217","1940-10-20","716-379-1064"
1980,"Susan Hall","59 W Cedar Rd","Albuquerque, NM 87111","1948-01-21","505-430-2365"
1981,"Heather Irwin","289 Central Ave","Brooklyn, NY 11221","1999-10-01","585-693-2497"
1982,"Alexandria Moore","674 Eastern Pkwy","Brooklyn, NY 11213","1983-09-29","516-361-7135"
1983,"Kimberly Sabrina Hanson","1321 N Park Rd","New York, NY 11105","1960-04-29","315-493-6009"
1984,"Darin Dominguez","1314 Bristow St","Bronx, NY 10459","1998-04-23","585-241-6392"
1985,"John Waters","4880-42 Flatlands 2nd St","Brooklyn, NY 11236","1984-04-22","680-593-3087"
1986,"Ryan Smith","2610 Rear Hylan Blvd","Staten Island, NY 10306","1954-09-10","838-975-4975"
1987,"Aaron Buckley","4117 NE Park Pl","St. Louis, MO 63143","2000-11-08","314-409-4409"
1988,"Stephanie Williams","2541 SE 3rd St","Chantilly, VA 20151","1952-04-22","703-734-3781"
1989,"Wayne Crane","57-39 Penrod St","Corona, NY 11368","1957-05-29","516-654-2732"
1990,"Rebecca Smith","493 Rear Beach 129th St","Rockaway Park, NY 11694","1963-11-12","518-289-1422"
1991,"Sara Madison Callahan","3730 Park Ave NW","Pearl River, NY 10962","1960-02-24","585-378-7370"
1992,"Jacob Vaughan Jr.","1141 Park Way","Waconia, MN 55387","1976-04-01","507-437-7482"
1993,"Charles Murphy II","39-54 46th St","Sunnyside, NY 11104","1980-08-08","716-257-7490"
1994,"Jamie Natalie Holland","252 W 91st St","Manhattan, NY 10024","1968-09-09","516-236-4923"
1995,"Scott Gonzales","62-94 Booth St","Rego Park, NY 11374","1956-02-20","914-814-0284"
1996,"Steven Robinson","4353 Park St S","Akron, OH 44311","1999-12-11","614-972-4587"
1997,"Justin Edwards","4050 Park Ln","Albany, NY 12208","1980-04-19","585-764-4984"
1998,"Scott Vasquez","46-42 97th St","Corona, NY 11368","1982-06-12","838-415-4990"
1999,"Anthony Sanchez","142-32 Horace Harding Expy","Flushing, NY 11355","1990-01-03","585-862-3221"
2000,"Heather Kathryn Smith","130A Ave C","Manhattan, NY 10009","1962-03-03","838-953-5706"
2001,"Patrick Simon","402B Gansevoort Blvd","Staten Island, NY 10314","1976-06-11","914-874-8473"
2002,"Joseph Coleman","108 Bay 7th St","Brooklyn, NY 11228","1957-01-31","585-788-7502"
2003,"Jay Mccarthy","2640 SW Park St","Clarence, IA 52216","1976-02-03","319-793-0372"
2004,"Ryan Flowers","1548 St Nicholas Ave","Manhattan, NY 10040","1986-12-19","631-998-9277"
2005,"Ronald Fitzgerald","377 Hoyt St","Brooklyn, NY 11231","1959-03-23","914-933-2418"
2006,"Michelle Turner","168 E 161st St","Bronx, NY 10451","1944-01-20","838-807-8640"
2007,"Megan Garcia","635 Cedar Ave E","Valle Vista, CA 92544","1986-10-22","650-330-0815"
2008,"Tammy Reyes","68-52 Nansen St","Forest Hills, NY 11375","1982-04-17","516-335-3345"
2009,"Christopher Burke","4606 NE 11th St","Seattle, WA 98102","1955-06-01","425-777-7251"
2010,"Roberta Delgado","7 Polhemus Pl","Brooklyn, NY 11215","1953-06-30","315-296-4088"
2011,"Mark Pham","481 NW Park St","Los Angeles, CA 91406","2000-10-28","949-854-1305"
2012,"Julia Burch","228-24 115th Ave","Cambria Heights, NY 11411","1983-05-12","680-900-0722"
2013,"Gail Huang","205 Hendrix St","Brooklyn, NY 11207","1991-10-21","516-681-7321"
2014,"Billy Miller","58-31 38th Ave","Woodside, NY 11377","1995-07-08","315-680-8599"
2015,"Kevin Shelton","459 Tysens Ln","Staten Island, NY 10306","1985-12-13","838-912-3225"
2016,"Maria Mccarthy","134-82 231st St","Springfield Gardens, NY 11413","1971-11-04","315-456-2398"
2017,"Tiffany Wagner","1142 E 96th St","Brooklyn, NY 11236","1956-01-26","914-869-5732"
2018,"Julie Jimenez","36-30 Clearview Expy","Bayside, NY 11361","1977-06-25","315-858-7971"
2019,"Jeffrey Ortiz","92 Celeste Ct","Brooklyn, NY 11229","1967-07-21","607-533-0224"
2020,"James Sanford","92-59 54th Ave","Elmhurst, NY 11373","1989-10-26","929-993-9882"
2021,"Rebecca Herring","69F South Ave","Staten Island, NY 10303","1962-11-11","212-409-1079"
2022,"John Johnson","91-43 56th Ave","Elmhurst, NY 11373","1965-05-04","585-261-7607"
2023,"Amy Barnett","98-6 32nd Ave","East Elmhurst, NY 11369","1969-07-08","315-820-5480"
2024,"Taylor Watson","2957 NE 3rd Ln","New Lenox, IL 60451","1988-11-04","618-803-9929"
2025,"Ashley Parrish","140 Bogart St","Brooklyn, NY 11206","1990-07-01","315-670-2226"
2026,"Kathleen Hunt","284B Vanderbilt Ave","Brooklyn, NY 11205","1957-08-20","347-987-2158"
2027,"Heather Garcia","2159 E 74th St","Brooklyn, NY 11234","1987-08-01","315-639-7961"
2028,"Sarah Small","3104 Park Dr SE","Huntsville, AL 35806","1978-01-16","251-738-5959"
2029,"Ryan Clark","480 Midwood St","Brooklyn, NY 11225","1995-06-24","838-922-3250"
2030,"Amanda Jones","588 W 58th St","Manhattan, NY 10019","1970-06-08","917-306-4511"
2031,"Shelby Warner","161 E 7th St","Manhattan, NY 10009","1937-11-27","631-403-1515"
2032,"Krista Adams","134-19 26th Ave","Flushing, NY 11354","1962-06-22","680-498-6246"
2033,"Aaron Harmon","181 W 30th St","Manhattan, NY 10001","1987-07-15","347-226-7508"
2034,"Chelsea Shaw","2422 Arthur Ave","Bronx, NY 10458","1953-12-18","315-832-8160"
2035,"Michael Russo Jr.","130-58 88th St","Ozone Park, NY 11417","1994-02-28","838-845-5696"
2036,"Roy Hensley","1126 229th Dr N","Bronx, NY 10466","1969-03-04","838-699-5059"
2037,"Richard Petty","1151 NW 9th Way","Sherwood, AR 72120","1985-01-28","870-202-6681"
2038,"Melissa Frey","2575 Magnolia Dr","Crosby, MS 39633","1971-01-04","769-628-9194"
2039,"Denise Morris","1714 Utica Ave","Brooklyn, NY 11234","1956-05-25","332-251-2873"
2040,"Jeffrey Riddle","192-4 29th Ave","Flushing, NY 11358","1960-07-15","315-532-6762"
2041,"William Cohen","197-5 93rd Ave","Hollis, NY 11423","1966-05-30","315-522-0152"
2042,"Joseph Cox Jr.","2077 Vyse Ave","Bronx, NY 10460","1999-06-18","716-869-0274"
2043,"Steven Harrison","98 Suffolk Ave","Staten Island, NY 10314","1972-09-17","607-821-9462"
2044,"Donna Ward","1602 St Nicholas Ave","Manhattan, NY 10040","1953-09-07","838-918-4194"
2045,"Richard Chang","264A 22nd St","Brooklyn, NY 11215","1979-03-14","838-485-0783"
2046,"Shari Hooper","21-31 Mott Ave","Far Rockaway, NY 11691","1981-07-21","516-218-8405"
2047,"Cody Brown","472 E 86th St","Manhattan, NY 10028","1991-12-28","315-653-3120"
2048,"Kara Levine","2136 Oak Rd","Peebles, OH 45660","1943-11-30","937-995-9466"
2049,"Gerald Watson","479B Bergen St","Brooklyn, NY 11217","1996-11-14","838-522-1085"
2050,"Nicholas Harrington","1901 SE Park Rd","Concord, CA 94565","1987-10-25","619-365-2495"
2051,"George Bennett","33 Varet St","Brooklyn, NY 11206","1962-10-02","680-531-2047"
2052,"Valerie Cervantes","4 Chester Ave","Brooklyn, NY 11218","1982-02-20","315-390-5721"
2053,"Peter Sheppard","769 Hemlock St","Brooklyn, NY 11208","1946-07-19","585-897-8966"
2054,"Nicole Pitts","8628 Bay 16th St","Brooklyn, NY 11214","1960-05-09","332-690-1726"
2055,"Nick Williams","87-31 246th St","Bellerose, NY 11426","1982-08-13","716-820-4532"
2056,"Jason Ramos","127 Roman Ave","Staten Island, NY 10314","1991-04-30","929-850-3782"
2057,"Catherine Lopez","3037A Valentine Ave","Bronx, NY 10458","1988-01-01","315-692-3106"
2058,"Michael Marquez","2958 Foster Ave","Brooklyn, NY 11210","1992-02-21","914-277-3023"
2059,"Pamela Amy Robertson","422 Greeley Ave","Staten Island, NY 10306","1991-08-17","315-689-0933"
2060,"Margaret Ferguson","615B Southern Blvd","Bronx, NY 10455","1948-12-04","315-792-3328"
2061,"Scott Green","116 Wadsworth Ave","Manhattan, NY 10033","1965-03-24","914-770-0166"
2062,"Veronica Peterson","1128A E 225th St","Bronx, NY 10466","1954-11-25","585-839-9957"
2063,"Katie Wilkins","394 W 33rd St","Manhattan, NY 10001","1968-04-06","838-216-1201"
2064,"Natalie Brown","233 Havemeyer St","Brooklyn, NY 11211","1991-12-05","585-695-3709"
2065,"Timothy Johnson","3672 7th Rd NE","Glendale, AZ 85304","1960-09-03","928-297-3270"
2066,"Ronald Ibarra","3652C 3rd Ave","Bronx, NY 10456","1982-03-02","718-387-7036"
2067,"Christine Clark","491½ E 74th St","Manhattan, NY 10021","1996-04-03","914-382-5979"
2068,"Lauren Fields","187A S 8th St","Brooklyn, NY 11211","1989-03-13","516-919-5647"
2069,"Dana Peterson","544A Union St","Brooklyn, NY 11215","1983-01-30","631-650-2419"
2070,"Kim Morris","176A Powers St","Brooklyn, NY 11211","1986-12-28","838-622-5629"
2071,"Cindy Black","81-24 Lefferts Blvd","Kew Gardens, NY 11415","1957-06-12","315-463-5076"
2072,"Justin Montgomery","149-78 71st Ave","Flushing, NY 11367","1961-01-10","347-806-0476"
2073,"Corey Ward Jr.","29B Dawson Circle","Staten Island, NY 10314","1956-01-16","607-610-7884"
2074,"Emily Costa","395A W 145th St","Manhattan, NY 10031","1987-12-03","631-245-3734"
2075,"Ronald Atkinson","1775B 3rd Ave","Manhattan, NY 10029","1982-01-11","838-808-8138"
2076,"Nicole Harper","21-72 24th St","Astoria, NY 11105","1965-10-25","347-855-1884"
2077,"Derek Hill","421 Park Dr NE","Arden-Arcade, CA 95864","1999-03-26","510-641-6452"
2078,"Monica Castaneda","4683 N Park Pl","Union City, NJ 07087","1971-01-19","973-684-7181"
2079,"Michele Adams","2995B Jerome Ave","Bronx, NY 10468","1977-10-07","716-678-4978"
2080,"Michelle Hansen","120-41 196th St","Saint Albans, NY 11412","1956-09-02","516-694-4613"
2081,"Lori Kelley","967 SE Park Rd","San Antonio, TX 78260","1991-08-01","682-480-6846"
2082,"Carrie Reid","2556 Broadway","Manhattan, NY 10025","1992-09-13","680-424-4185"
2083,"Robert Warner","315 W 119th St","Manhattan, NY 10026","1964-01-03","914-664-1064"
2084,"Kenneth Brooks","713 Meeker Ave","Brooklyn, NY 11222","1958-07-14","646-804-8382"
2085,"Jeffrey Moody","272 Nostrand Ave","Brooklyn, NY 11205","1940-07-27","838-395-4170"
2086,"Brian Ward","235 Ten Eyck St","Brooklyn, NY 11206","1989-11-01","838-902-2534"
2087,"Billy Wilson","2101B Quimby Ave","Bronx, NY 10473","1959-02-09","516-747-9754"
2088,"Matthew Jones","333 Quentin Rd","Brooklyn, NY 11223","1985-06-07","585-506-5575"
2089,"Brittany Kayla Campbell","1272A St Nicholas Ave","Manhattan, NY 10033","1955-04-29","914-367-1101"
2090,"Jessica Cobb","296B Plymouth St","Brooklyn, NY 11201","1959-12-30","516-573-2910"
2091,"Jenna Johnson","97-15 Christie Ave","Corona, NY 11368","1961-11-16","845-308-3157"
2092,"Dillon Hill","4324 Park Way S","Omaha, NE 68110","1979-04-19","308-293-1515"
2093,"Julia Moran","6 Lewis Pl","Brooklyn, NY 11218","1939-01-16","516-617-3338"
2094,"Brenda Everett","1730 S 11th Ln","Miami, FL 33129","1987-07-23","561-780-8640"
2095,"David Smith","294B E 6th St","Manhattan, NY 10003","1992-10-20","838-563-1496"
2096,"Joseph Watson","83-64 168th St","Jamaica, NY 11432","1990-12-10","315-376-1141"
2097,"Michelle Fisher","1636 E Park Ave","Seattle, WA 98121","1961-09-05","253-663-0225"
2098,"Paul Garcia","4715A 13th Ave","Brooklyn, NY 11219","1983-10-03","332-307-2459"
2099,"Angela Juarez","643 Maple Ln SE","Cambridge Springs, PA 16403","1964-08-01","412-415-0312"
2100,"Christian Cruz","60-32 Booth St","Elmhurst, NY 11373","1952-07-14","838-272-2737"
2101,"Devon Morrison Jr.","273B Sherman Ave","Manhattan, NY 10034","1980-02-10","315-342-5560"
2102,"Curtis Ruiz Jr.","4013 Broadway","Manhattan, NY 10032","1962-09-19","315-554-4886"
